frame,c0,c1,c2,c3,c4,c5,c6
,8,119,-334,0,0,10,10
,9,238,-334,0,0,10,10
,61,115,-143,0,6,10,10
,45,-7,-153,0,0,10,10
,154,76,-179,0,0,10,10
,95,-194,-226,0,0,10,10
,116,-183,-212,0,0,10,10
,225,-214,-154,0,0,10,10
,225,-87,-154,0,0,10,10
,245,0,-2,0,0,10,10
,7,-221,-334,0,0,10,10
,8,-64,-334,0,0,10,10
,8,-190,-334,0,0,10,10
,8,62,-334,0,0,10,10
,9,188,-334,0,0,10,10
,151,-202,-156,0,0,10,10
,179,-40,-104,0,0,10,10
,204,-65,-71,0,0,10,10
,200,-131,-133,0,0,10,10
,233,-192,-56,0,0,10,10
,285,-150,-77,0,0,10,10
,150,-202,-156,0,0,10,10
,212,-211,0,0,0,10,10
,61,41,-143,0,6,10,10
,93,-260,-155,0,0,10,10
,210,-171,-126,0,0,10,10
,202,-10,-8,0,0,10,10
,7,-221,-334,0,0,10,10
,8,-64,-334,0,0,10,10
,8,-190,-334,0,0,10,10
,8,62,-334,0,0,10,10
,9,188,-334,0,0,10,10
,80,-219,-70,0,0,10,10
,78,-219,-187,0,0,10,10
,79,73,-243,0,0,10,10
,81,-133,-333,0,0,10,10
,63,-156,-171,0,0,10,10
,64,-92,-122,0,0,10,10
,43,83,-193,0,0,10,10
,307,74,-143,0,6,10,10
,45,-47,-121,0,0,10,10
,65,-30,-145,0,0,10,10
,210,-170,-103,0,0,10,10
,7,-221,-334,0,0,10,10
,8,-64,-334,0,0,10,10
,8,-190,-334,0,0,10,10
,8,62,-334,0,0,10,10
,9,188,-334,0,0,10,10
,44,26,-336,0,0,10,10
,45,86,-153,0,0,10,10
,46,-221,-64,0,0,10,10
,63,62,-119,0,0,10,10
,43,83,-211,0,0,10,10
,61,-155,-143,0,6,10,10
,65,-46,-120,0,0,10,10
,64,-4,-77,0,0,10,10
,210,-204,-116,0,0,10,10
,225,-177,-295,0,0,10,10
,225,-48,-296,0,0,10,10
,225,81,-296,0,0,10,10
,7,-221,-334,0,0,10,10
,8,-64,-334,0,0,10,10
,8,-190,-334,0,0,10,10
,8,62,-334,0,0,10,10
,9,188,-334,0,0,10,10
,44,-48,-186,0,0,10,10
,45,87,-202,0,0,10,10
,46,82,-186,0,0,10,10
,62,62,-94,0,0,10,10
,43,-90,-96,0,0,10,10
,309,-194,-143,0,0,10,10
,65,-84,-167,607,0,10,10
,64,-26,-101,0,0,10,10
,64,30,-144,517,0,10,10
,225,-177,-295,0,0,10,10
,225,-48,-295,0,0,10,10
,225,81,-295,0,0,10,10
,51,-201,-99,0,0,10,10
,50,-205,-46,0,0,10,10
,7,-221,-334,0,0,10,10
,8,-64,-334,0,0,10,10
,8,-190,-334,0,0,10,10
,8,62,-334,0,0,10,10
,9,188,-334,0,0,10,10
,102,-220,1,0,0,10,10
,105,-188,1,0,0,10,10
,105,-60,1,0,0,10,10
,105,79,0,0,0,10,10
,102,-220,-30,0,0,10,10
,105,-188,-30,0,0,10,10
,105,-60,-30,0,0,10,10
,105,79,-30,0,0,10,10
,102,-220,-61,0,0,10,10
,105,-188,-61,0,0,10,10
,105,-60,-61,0,0,10,10
,105,79,-61,0,0,10,10
,61,25,-143,0,6,10,10
,225,-154,-187,0,0,10,10
,16,-32,-32,0,0,10,10
,320,0,65,0,0,10,10
,32,0,33,0,0,10,10
,39,0,-113,0,0,10,10
,33,0,-160,0,0,10,10
,320,0,-140,0,0,10,10
,320,0,65,0,0,10,10
,32,0,33,0,0,10,10
,40,0,-129,0,0,10,10
,33,0,-160,0,0,10,10
,320,0,-140,0,0,10,10
,19,-32,0,0,0,10,10
,0,0,0,0,0,10,10
,322,1,0,0,0,10,10
,22,-32,-32,0,0,10,10
,320,0,67,0,0,10,10
,33,0,30,0,0,10,10
,33,0,39,0,0,10,10
,33,0,0,0,0,10,10
,33,0,-32,0,0,10,10
,320,0,34,0,0,10,10
,33,0,7,0,0,10,10
,32,0,-18,0,0,10,10
,25,-32,0,0,0,10,10
,26,0,0,0,0,10,10
,45,121,50,315,0,10,10
,29,0,0,0,0,10,10
,322,1,-32,0,0,10,10
,394,1,-61,0,0,10,10
,41,1,-62,0,0,10,10
,45,-87,71,497,0,10,10
,47,35,-13,350,0,10,10
,44,-14,29,520,0,10,10
,45,-96,-64,0,0,10,10
,44,12,56,487,0,10,10
,46,25,-48,600,0,10,10
,33,0,0,0,0,10,10
,34,0,0,0,0,10,10
,35,0,0,0,0,10,10
,0,0,0,0,0,10,10
,37,1,-153,0,0,10,10
,38,0,-153,0,0,10,10
,34,0,65,0,0,10,10
,32,0,33,0,0,10,10
,39,10,-113,0,0,10,10
,40,31,-113,313,0,10,10
,33,0,-160,0,0,10,10
,320,0,-140,0,0,10,10
,34,0,65,0,0,10,10
,32,0,33,0,0,10,10
,40,10,-130,0,0,10,10
,33,0,-160,0,0,10,10
,320,0,-140,0,0,10,10
,41,2,-89,0,0,10,10
,37,1,-153,0,0,10,10
,42,1,-123,0,0,10,10
,37,1,-153,0,0,10,10
,114,0,0,0,0,10,10
,331,0,-117,0,0,10,10
,114,-128,0,0,0,10,10
,331,-128,-117,0,0,10,10
,327,-96,7,0,0,10,10
,114,0,0,0,0,10,10
,331,0,-117,0,0,10,10
,19,-32,0,0,0,10,10
,132,-32,-64,0,0,10,10
,19,-32,0,0,0,10,10
,19,-160,0,0,0,10,10
,327,-127,6,0,0,10,10
,114,0,0,0,0,10,10
,331,0,-117,0,0,10,10
,16,-32,-32,0,0,10,10
,132,-32,-32,0,0,10,10
,16,-32,-32,0,0,10,10
,132,94,-32,0,0,10,10
,22,-32,-32,0,0,10,10
,132,-32,-32,0,0,10,10
,22,-32,-32,0,0,10,10
,132,94,-32,0,0,10,10
,0,0,0,0,0,10,10
,19,-32,0,0,0,10,10
,132,94,-64,0,0,10,10
,113,87,0,0,0,10,10
,56,0,0,0,0,10,10
,0,0,0,0,0,10,10
,60,0,64,0,0,10,10
,58,0,-28,0,0,10,10
,59,-1,-27,0,0,10,10
,61,0,-111,0,0,10,10
,87,0,-111,0,0,10,10
,62,0,0,0,0,10,10
,63,0,0,0,0,10,10
,64,0,0,0,0,10,10
,65,0,0,0,0,10,10
,66,0,0,0,0,10,10
,67,-13,-46,0,0,10,10
,69,0,0,0,0,10,10
,210,-18,-23,0,0,10,10
,71,0,0,0,0,10,10
,244,0,-2,0,0,10,10
,340,-2,0,0,0,10,10
,349,0,0,0,0,10,10
,0,0,0,0,0,10,10
,75,-26,7,0,0,10,10
,74,-28,3,0,0,10,10
,75,-26,7,0,0,10,10
,74,-15,1,10,0,10,10
,76,-26,-12,0,0,10,10
,74,-42,2,597,0,10,10
,76,-26,-12,0,0,10,10
,74,39,23,120,0,10,10
,76,-26,-12,0,0,10,10
,75,-26,80,482,0,10,10
,231,-15,71,400,0,10,10
,77,-75,45,0,0,10,10
,78,1,0,0,0,10,10
,79,0,0,0,0,10,10
,80,1,-37,0,0,10,10
,81,0,0,0,0,10,10
,83,-5,1,0,0,10,10
,83,59,1,0,0,10,10
,82,-5,1,0,0,10,10
,83,59,1,0,0,10,10
,83,-5,1,0,0,10,10
,83,59,1,0,0,10,10
,83,-5,1,0,0,10,10
,84,90,1,0,0,10,10
,25,-32,0,0,0,10,10
,132,-32,-64,0,0,10,10
,25,-32,0,0,0,10,10
,132,94,-64,0,0,10,10
,113,87,0,0,0,10,10
,89,22,-153,0,0,10,10
,89,22,-153,0,0,10,10
,90,-37,-141,0,0,10,10
,89,22,-153,0,0,10,10
,91,-50,-140,0,0,10,10
,52,0,0,0,0,10,10
,53,-32,-32,0,0,10,10
,225,-15,-26,0,0,10,10
,54,-32,-32,0,0,10,10
,225,-15,-26,0,0,10,10
,55,0,0,0,0,10,10
,88,0,-130,0,0,10,10
,352,-15,-7,0,0,10,10
,352,48,-7,0,0,20,10
,100,0,-14,0,0,10,10
,101,0,-76,0,0,10,10
,105,0,32,0,0,10,10
,102,0,32,0,0,10,10
,103,0,32,0,0,10,10
,104,96,32,0,0,10,10
,105,-1,32,0,0,10,10
,105,0,32,0,0,10,10
,0,-9,0,0,0,10,10
,107,-21,30,0,0,10,10
,285,-34,-58,0,0,10,10
,328,0,-127,0,0,10,10
,108,0,-127,0,0,10,10
,17,0,-113,0,0,10,10
,18,0,-97,0,0,10,10
,21,0,-68,0,0,10,10
,21,0,-43,0,0,10,10
,23,0,-18,0,0,10,10
,24,0,21,0,0,10,10
,285,-34,-58,0,0,10,10
,328,0,-127,0,0,10,10
,17,0,-126,0,0,10,10
,18,0,-113,0,0,10,10
,21,0,-84,0,0,10,10
,21,0,-59,0,0,10,10
,23,0,-34,0,0,10,10
,24,0,5,0,0,10,10
,285,-34,-58,0,0,10,10
,328,0,-127,0,0,10,10
,18,0,-126,0,0,10,10
,21,0,-108,0,0,10,10
,21,0,-83,0,0,10,10
,23,0,-58,0,0,10,10
,24,0,-19,0,0,10,10
,285,-34,-58,0,0,10,10
,328,0,-127,0,0,10,10
,21,0,-126,0,0,10,10
,21,0,-115,0,0,10,10
,23,0,-90,0,0,10,10
,24,0,-51,0,0,10,10
,285,-34,-58,0,0,10,10
,328,0,-127,0,0,10,10
,23,0,-126,0,0,10,10
,24,0,-88,0,0,10,10
,285,-34,-58,0,0,10,10
,328,0,-127,0,0,10,10
,24,0,-126,0,0,10,10
,285,-34,-58,0,0,10,10
,328,0,-127,0,0,10,10
,109,0,-2,0,0,10,10
,110,0,-34,0,0,10,10
,111,0,-2,0,0,10,10
,111,0,-2,0,0,10,10
,112,-2,64,0,0,10,10
,395,0,-2,0,0,10,10
,332,-209,-49,0,0,10,10
,0,0,0,0,0,10,10
,46,23,-6,300,0,10,10
,47,0,7,500,0,10,10
,45,-145,-38,570,0,10,10
,44,-80,-27,0,0,10,10
,316,0,0,0,0,10,10
,44,1,-3,0,0,10,10
,315,0,32,0,0,10,10
,119,-91,-45,0,0,10,10
,119,-212,-45,0,0,10,10
,120,-173,-88,0,0,10,10
,121,-181,-212,0,0,10,10
,120,89,-88,0,0,10,10
,121,6,-116,577,0,10,10
,119,73,-46,0,0,10,10
,122,-75,-106,0,0,10,10
,121,80,-136,228,0,10,10
,120,-56,-89,0,0,10,10
,122,-79,-105,0,0,10,10
,120,11,-179,58,0,10,10
,119,-91,-46,0,0,10,10
,120,54,-91,157,0,10,10
,122,55,-200,157,0,10,10
,122,-73,-95,500,0,10,10
,119,112,-136,158,0,10,10
,121,-61,-107,0,0,10,10
,120,134,-91,158,0,10,10
,120,-54,-88,0,0,10,10
,121,-62,-107,0,0,10,10
,119,-83,-45,0,0,10,10
,120,-54,-193,0,0,10,10
,120,-54,-88,0,0,10,10
,121,-62,-317,0,0,10,10
,120,-54,-88,0,0,10,10
,121,-62,-212,0,0,10,10
,124,0,0,0,0,10,10
,123,0,-110,0,0,10,10
,128,0,-32,0,0,10,10
,128,0,-96,0,0,10,10
,128,98,-32,0,0,10,10
,128,98,-96,0,0,10,10
,125,0,-128,0,0,10,10
,125,64,-128,0,0,10,10
,126,0,0,0,0,10,10
,125,0,0,0,0,10,10
,125,64,0,0,0,10,10
,127,0,0,0,0,10,10
,123,33,-105,0,0,10,10
,128,6,-32,0,0,10,10
,128,6,-96,0,0,10,10
,125,0,-128,0,0,10,10
,125,64,-128,0,0,10,10
,128,156,-32,0,0,10,10
,128,156,-96,0,0,10,10
,125,128,-128,0,0,10,10
,129,0,-15,0,0,10,10
,128,0,0,0,0,10,10
,128,0,64,0,0,10,10
,128,0,-32,0,0,10,10
,127,0,-64,0,0,10,10
,125,0,-96,0,0,10,10
,131,64,-102,0,0,10,10
,125,-64,-96,0,0,10,10
,124,-96,-96,0,0,10,10
,130,-32,-6,0,0,10,10
,131,0,-6,0,0,10,10
,132,62,17,0,0,10,10
,131,0,-6,0,0,10,10
,133,0,-152,0,0,10,10
,134,-29,23,0,0,10,10
,135,-56,21,0,0,10,10
,136,-67,-148,0,0,10,10
,137,-80,-198,0,0,10,10
,337,-24,-90,0,0,10,10
,139,-16,-119,0,0,10,10
,400,-3,-164,0,0,10,10
,403,-16,-196,0,0,10,10
,140,0,-32,0,0,10,10
,144,-77,-141,0,0,10,10
,141,-77,-141,0,0,10,10
,142,-11,-137,0,0,10,10
,143,0,-137,0,0,10,10
,292,-22,-137,0,0,10,10
,293,-33,-137,0,0,10,10
,294,-47,-137,0,0,10,10
,295,-62,-137,0,0,10,10
,296,-71,-137,0,0,10,10
,297,11,-137,0,0,10,10
,298,22,-137,0,0,10,10
,299,33,-137,0,0,10,10
,300,47,-137,0,0,10,10
,301,62,-137,0,0,10,10
,290,-106,-74,0,0,10,10
,141,-77,-141,0,0,10,10
,142,-18,-137,0,0,10,10
,143,8,-137,0,0,10,10
,292,-29,-137,0,0,10,10
,293,-40,-137,0,0,10,10
,294,-54,-137,0,0,10,10
,295,-69,-137,0,0,10,10
,297,19,-137,0,0,10,10
,298,30,-137,0,0,10,10
,299,41,-137,0,0,10,10
,300,55,-137,0,0,10,10
,290,-106,-74,0,0,10,10
,141,-77,-141,0,0,10,10
,142,-33,-137,0,0,10,10
,292,-44,-137,0,0,10,10
,293,-55,-137,0,0,10,10
,294,-69,-137,0,0,10,10
,143,23,-137,0,0,10,10
,297,34,-137,0,0,10,10
,298,45,-137,0,0,10,10
,299,56,-137,0,0,10,10
,290,-106,-74,0,0,10,10
,141,-77,-141,0,0,10,10
,142,-47,-137,0,0,10,10
,292,-58,-137,0,0,10,10
,293,-69,-137,0,0,10,10
,143,37,-137,0,0,10,10
,297,48,-137,0,0,10,10
,298,59,-137,0,0,10,10
,290,-106,-74,0,0,10,10
,141,-77,-141,0,0,10,10
,142,-58,-137,0,0,10,10
,292,-69,-137,0,0,10,10
,143,48,-137,0,0,10,10
,297,59,-137,0,0,10,10
,290,-106,-74,0,0,10,10
,141,-77,-141,0,0,10,10
,142,-69,-137,0,0,10,10
,143,59,-137,0,0,10,10
,290,-106,-74,0,0,10,10
,141,-77,-141,0,0,10,10
,290,-106,-74,0,0,10,10
,146,-38,-64,0,0,10,10
,147,-60,-96,0,0,10,10
,148,-65,-96,0,0,10,10
,145,-93,-106,0,0,10,10
,151,-111,-174,0,0,10,10
,149,-112,-173,0,0,10,10
,153,-87,13,0,0,10,10
,152,-92,-151,0,0,10,10
,156,-75,-145,0,0,10,10
,201,70,-110,0,0,10,10
,203,-37,-95,0,0,10,10
,199,40,-44,0,0,10,10
,213,-52,-43,0,0,10,10
,214,-35,-35,0,0,10,10
,220,-16,-26,0,0,10,10
,209,37,-21,0,0,10,10
,224,-17,-41,0,0,10,10
,223,62,-10,0,0,10,10
,227,23,-22,0,0,10,10
,231,-48,-20,0,0,10,10
,153,-87,13,0,0,10,10
,152,-92,-151,0,0,10,10
,157,-74,-144,0,0,10,10
,157,-74,-122,0,0,10,10
,157,-74,-101,0,0,10,10
,157,-74,-79,0,0,10,10
,157,-74,-57,0,0,10,10
,156,-74,-36,0,0,10,10
,153,-87,13,0,0,10,10
,152,-92,-151,0,0,10,10
,201,70,-110,0,0,10,10
,156,-75,-145,0,0,10,10
,153,-87,13,0,0,10,10
,152,-92,-151,0,0,10,10
,156,-75,-145,0,0,10,10
,201,70,-110,0,0,10,10
,203,-37,-95,0,0,10,10
,199,40,-44,0,0,10,10
,155,-213,0,0,0,10,10
,158,-109,-65,0,0,10,10
,158,-15,-65,0,0,10,10
,158,-109,-116,0,0,10,10
,158,-15,-116,0,0,10,10
,132,-85,33,471,0,10,10
,132,-16,33,471,0,10,10
,132,-85,-96,0,0,10,10
,132,-85,-115,0,0,10,10
,159,-110,-116,0,0,10,10
,160,-97,-116,0,0,10,10
,160,-66,-116,0,0,10,10
,160,-35,-116,0,0,10,10
,160,-4,-116,0,0,10,10
,160,27,-116,0,0,10,10
,160,58,-116,0,0,10,10
,161,89,-116,0,0,10,10
,159,-110,-116,0,0,10,10
,160,-97,-116,0,0,10,10
,160,-87,-107,612,0,10,10
,160,-56,64,314,0,10,10
,160,37,-116,8,0,10,10
,160,58,-113,621,0,10,10
,160,-107,68,466,0,10,10
,161,89,-116,0,0,10,10
,162,-60,-4,0,0,10,10
,399,-103,-7,0,0,10,10
,237,-7,-29,0,0,10,10
,236,-8,-89,0,0,10,10
,45,-121,-1,0,0,10,10
,46,0,-1,0,0,10,10
,47,-4,-2,0,0,10,10
,172,-41,-20,0,0,10,10
,170,-40,-20,0,0,10,10
,289,-16,-113,0,10,10,10
,169,-47,-180,0,0,10,10
,171,-43,-124,0,0,10,10
,405,-103,10,0,0,10,10
,398,-57,3,70,0,10,10
,397,-20,69,580,0,10,10
,406,-33,37,0,0,10,10
,397,-7,89,567,0,10,10
,396,-23,43,30,0,10,10
,146,-38,-64,0,0,10,10
,419,-35,-59,0,0,10,10
,421,-37,-36,0,0,10,10
,422,31,-65,0,0,10,10
,397,65,-32,141,0,10,10
,396,-20,45,441,0,10,10
,397,-1,54,431,0,10,10
,147,-60,-96,0,0,10,10
,417,-57,-91,0,0,10,10
,417,38,-91,0,0,10,10
,417,-10,-92,0,0,10,10
,416,-63,-94,0,0,10,10
,415,-9,-93,0,0,10,10
,418,5,-78,602,0,10,10
,397,29,71,305,0,10,10
,397,-55,-2,460,0,10,10
,396,55,-35,160,0,10,10
,398,-24,46,0,0,10,10
,0,-1,-2,0,0,10,10
,172,-41,-20,0,0,10,10
,170,-40,-20,0,0,10,10
,289,-16,-113,0,10,10,10
,169,-47,-180,0,0,10,10
,171,-43,-124,0,0,10,10
,342,-44,-122,0,0,10,10
,172,-41,-20,0,0,10,10
,170,-40,-20,0,0,10,10
,289,-16,-113,0,10,10,10
,169,-47,-180,0,0,10,10
,171,-43,-124,0,0,10,10
,341,-40,-122,0,0,10,10
,172,-41,-20,0,0,10,10
,170,-40,-20,0,0,10,10
,169,-47,-180,0,0,10,10
,171,-43,-124,0,0,10,10
,172,-41,-20,0,0,10,10
,170,-40,-20,0,0,10,10
,169,-47,-180,0,0,10,10
,171,-43,-124,0,0,10,10
,342,-44,-122,0,0,10,10
,172,-41,-20,0,0,10,10
,170,-40,-20,0,0,10,10
,169,-47,-180,0,0,10,10
,171,-43,-124,0,0,10,10
,341,-40,-122,0,0,10,10
,172,-41,-20,0,0,10,10
,170,-40,-20,0,0,10,10
,169,-47,-180,0,0,10,10
,48,0,0,0,0,10,10
,179,-25,-19,0,0,10,10
,180,-108,-124,0,0,10,10
,182,0,17,0,0,10,10
,182,0,17,0,0,10,10
,181,22,21,0,0,10,10
,190,0,-66,0,0,10,10
,183,-26,-71,0,0,10,10
,189,5,-38,0,0,10,10
,195,-26,-17,0,0,10,10
,184,0,0,0,0,10,10
,184,0,0,0,0,10,10
,206,7,7,0,0,10,10
,184,0,-26,0,0,10,10
,206,7,-19,0,0,10,10
,196,70,-8,0,0,10,10
,196,69,-36,0,0,10,10
,194,107,-73,0,0,10,10
,185,-20,-30,0,0,10,10
,236,-8,-89,0,0,10,10
,186,-60,17,0,0,10,10
,187,-48,-28,0,0,10,10
,186,-60,17,0,0,10,10
,187,-48,-28,0,0,10,10
,188,-48,-26,0,0,10,10
,189,30,62,0,0,10,10
,205,-30,79,0,0,10,10
,202,13,116,476,0,10,10
,193,-38,28,0,0,10,10
,191,8,31,0,0,10,10
,192,14,11,0,0,10,10
,197,-58,-69,0,0,10,10
,202,-20,10,0,0,10,10
,204,31,17,0,0,10,10
,176,-73,-5,0,0,10,10
,207,-7,-4,0,0,10,10
,284,-65,-64,0,0,10,10
,216,-24,-40,0,0,10,10
,224,3,-45,0,0,10,10
,215,-11,-42,0,0,10,10
,217,-66,-17,0,0,10,10
,223,-46,-10,0,0,10,10
,231,10,-25,0,0,10,10
,177,-13,17,0,0,10,10
,178,-66,21,0,0,10,10
,215,-10,-16,0,0,10,10
,216,38,-12,0,0,10,10
,213,17,-13,0,0,10,10
,226,27,6,0,0,10,10
,224,53,-15,0,0,10,10
,231,48,6,0,0,10,10
,230,1,4,0,0,10,10
,227,-34,3,0,0,10,10
,223,-32,19,0,0,10,10
,222,-7,31,518,0,10,10
,218,20,26,0,0,10,10
,176,-73,-5,0,0,10,10
,224,-34,-45,0,0,10,10
,209,-55,-24,0,0,10,10
,230,-12,-30,0,0,10,10
,77,-33,-39,0,0,10,10
,177,-13,17,0,0,10,10
,214,24,-15,0,0,10,10
,215,13,-18,0,0,10,10
,224,43,-16,0,0,10,10
,217,41,7,0,0,10,10
,227,-2,1,0,0,10,10
,228,5,5,0,0,10,10
,219,10,25,617,0,10,10
,223,31,18,0,0,10,10
,218,44,26,600,0,10,10
,178,-66,21,0,0,10,10
,178,-66,21,0,0,10,10
,198,25,-19,0,0,10,10
,205,-26,-31,0,0,10,10
,77,-13,-11,0,0,10,10
,215,10,18,161,0,10,10
,209,-26,10,0,0,10,10
,222,5,26,547,0,10,10
,176,-73,-5,0,0,10,10
,201,-26,-49,0,0,10,10
,203,-37,-14,0,0,10,10
,184,-120,-50,0,0,10,10
,202,-89,-23,0,0,10,10
,206,-115,-43,0,0,10,10
,204,39,22,0,0,10,10
,208,-10,30,0,0,10,10
,212,0,31,0,0,10,10
,234,-45,1,0,0,10,10
,175,-69,-7,0,0,10,10
,203,-46,-95,0,0,10,10
,77,-29,-41,0,0,10,10
,224,-56,-42,0,0,10,10
,167,-21,10,0,0,10,10
,166,-25,-63,0,0,10,10
,165,0,-53,0,0,10,10
,164,0,-13,0,0,10,10
,168,-39,-59,0,0,10,10
,235,0,-53,0,0,10,10
,184,-120,-50,0,0,10,10
,202,-70,22,400,0,10,10
,206,-115,-43,0,0,10,10
,238,0,0,0,0,10,10
,239,2,4,0,0,10,10
,238,0,0,0,0,10,10
