frame,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17
89,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,303,8,77,58,111,189,-5,-5,8,5,-2,-4,2,4,-17,-10,30,17
186,304,8,77,59,111,189,0,-2,6,3,-2,-2,3,4,-15,-10,31,19
187,305,8,77,58,111,189,-3,-5,7,6,-1,0,2,5,-15,-10,29,18
188,306,8,77,59,111,189,-4,-6,5,6,-1,-4,6,6,-14,-12,28,18
189,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,327,6,77,58,112,225,-14,-10,30,19,3,-1,7,6,-13,-11,28,18
210,328,6,77,59,112,225,-11,-10,28,15,0,-3,4,5,-13,-11,28,16
211,329,6,77,61,112,225,-15,-11,32,19,-1,-5,5,5,-15,-12,32,20
212,330,6,77,61,112,225,-15,-11,30,19,1,-1,8,4,-16,-12,32,21
213,331,12,77,61,113,222,-19,-15,40,27,-1,-5,10,10,-20,-15,40,27
214,332,12,77,61,113,222,-20,-19,39,32,3,-3,8,6,-20,-18,38,32
215,333,12,77,61,113,222,-18,-18,38,33,2,-1,5,7,-19,-17,39,33
216,334,4,77,59,110,17,-3,-5,9,5,-1,-4,8,6,-20,-9,41,18
217,335,4,77,59,110,17,3,-3,4,5,-1,0,8,6,-21,-10,42,18
218,336,4,77,58,110,17,-8,-3,5,5,2,0,3,5,-20,-7,38,15
219,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
