frame,c0,c1,c2,c3,c4,c5,c6
,157,0,0,0,0,10,10
,158,0,0,0,0,10,10
,159,0,0,0,0,10,10
,160,0,0,0,0,10,10
,143,-14,-13,0,0,10,10
,206,0,0,0,0,10,10
,207,0,0,0,0,10,10
,208,0,0,0,0,10,10
,209,0,0,0,0,10,10
,379,-14,-98,0,0,10,10
,378,-16,-97,0,0,10,10
,380,-12,-99,0,0,10,10
,381,-13,-99,0,0,10,10
,382,-13,-98,0,0,10,10
,383,-16,-97,0,0,10,10
,361,-28,-36,0,0,10,10
,362,-2,-99,0,0,10,10
,363,-5,-98,0,0,10,10
,182,-10,-20,0,0,10,10
,183,-15,-15,0,0,10,10
,184,-10,-11,0,0,10,10
,185,0,0,0,0,10,10
,186,-13,-15,0,0,10,10
,187,-6,-10,0,0,10,10
,188,0,0,0,0,10,10
,189,0,0,0,0,10,10
,190,0,0,0,0,10,10
,191,0,0,0,0,10,10
,192,0,0,0,0,10,10
,202,0,0,0,0,10,10
,203,0,0,0,0,10,10
,204,0,0,0,0,10,10
,205,0,0,627,0,10,10
,210,0,0,0,0,10,10
,211,0,0,0,0,10,10
,212,0,0,0,0,10,10
,213,-24,-10,0,0,10,10
,214,-25,-10,0,0,10,10
,215,-19,-7,0,0,10,10
,217,0,0,0,0,10,10
,219,-28,-37,0,0,10,10
,220,0,0,0,0,10,10
,221,0,0,0,0,10,10
,222,0,0,0,0,10,10
,223,0,0,0,0,10,10
,240,0,0,0,0,10,10
,241,0,0,0,0,10,10
,242,0,0,0,0,10,10
,243,0,0,0,0,10,10
,244,0,0,0,0,10,10
,245,0,0,0,0,10,10
,0,-1,-2,0,0,10,10
,250,0,0,0,0,10,10
,251,0,0,0,0,10,10
,252,0,0,0,0,10,10
,253,0,0,0,0,10,10
,254,0,0,0,0,10,10
,255,0,0,0,0,10,10
,256,0,0,0,0,10,10
,257,0,0,0,0,10,10
,258,0,0,0,0,10,10
,259,0,0,0,0,10,10
,298,-45,-28,0,0,10,10
,299,-42,-22,0,0,10,10
,300,-41,-20,0,0,10,10
,302,-32,-14,0,0,10,10
,303,-39,-14,0,0,10,10
,305,-39,-22,0,0,10,10
,306,-32,-30,0,0,10,10
,307,-36,-34,0,0,10,10
,308,-35,-35,0,0,10,10
,308,-35,-35,0,0,10,10
,308,-35,-35,0,0,10,10
,309,-33,-34,0,0,10,10
,310,-30,-35,0,0,10,10
,311,-26,-31,0,0,10,10
,312,-23,-25,0,0,10,10
,313,-16,-21,0,0,10,10
,314,-11,-15,0,0,10,10
,315,-12,-17,0,0,10,10
,316,-9,-19,0,0,10,10
,317,-11,-15,0,0,10,10
,318,-9,-9,0,0,10,10
,323,-6,-5,32,7,10,10
,323,-1,-7,102,7,10,10
,323,1,-8,136,7,10,10
,330,-17,-13,0,0,10,10
,331,-23,-15,0,0,10,10
,332,-26,-14,0,0,10,10
,333,-31,-10,0,0,10,10
,324,-17,-2,0,0,10,10
,325,-20,-2,0,0,10,10
,326,-23,-2,0,0,10,10
,327,-28,-2,0,0,10,10
,328,-34,-2,0,0,10,10
,329,-37,-2,0,0,10,10
,334,0,0,0,0,10,10
,335,0,0,0,0,10,10
,336,0,0,0,0,10,10
,337,0,0,0,0,10,10
,338,0,0,0,0,10,10
,339,0,0,0,0,10,10
,340,0,0,0,0,10,10
,341,0,0,0,0,10,10
,369,-133,-122,0,0,10,10
,371,-184,-49,0,0,10,10
,372,-205,-35,0,0,10,10
,197,0,0,0,0,10,10
,199,0,0,0,0,10,10
,198,0,0,0,0,10,10
,246,0,0,0,0,10,10
,247,0,0,0,0,10,10
,248,0,0,0,0,10,10
,260,0,0,0,0,10,10
,261,0,0,0,0,10,10
,262,0,0,0,0,10,10
,263,0,0,0,0,10,10
,264,0,0,0,0,10,10
,265,0,0,0,0,10,10
,266,0,0,0,0,10,10
,267,0,0,0,0,10,10
,268,0,0,0,0,10,10
,269,0,0,0,0,10,10
,270,0,0,0,0,10,10
,271,0,0,0,0,10,10
,272,0,0,0,0,10,10
,273,0,0,0,0,10,10
,274,0,0,0,0,10,10
,0,0,0,0,11,10,10
,0,0,0,0,12,10,10
,346,0,0,0,0,10,10
,347,0,0,0,0,10,10
,351,0,0,0,0,10,10
,352,0,0,0,0,10,10
,350,0,0,0,0,10,10
,353,0,0,0,0,10,10
,354,0,0,0,0,10,10
,355,0,0,0,0,10,10
,356,0,0,0,0,10,10
,357,0,0,0,0,10,10
,358,0,0,0,0,10,10
,359,0,0,0,0,10,10
,360,0,0,0,0,10,10
,193,0,0,0,0,10,10
,194,0,0,0,0,10,10
,375,0,0,0,0,10,10
,196,0,0,0,0,10,10
,195,0,0,0,0,10,10
,161,0,0,0,0,10,10
,388,0,0,0,0,10,10
,389,0,0,0,0,10,10
,390,0,0,0,0,10,10
,391,0,0,0,0,10,10
,48,0,0,0,5,10,10
,49,0,0,0,5,10,10
,50,0,0,0,5,10,10
,345,0,0,0,5,10,10
,459,0,0,0,0,10,10
,460,0,0,0,0,10,10
,461,-11,-8,0,0,10,10
,462,-15,-9,0,0,10,10
,463,-17,-9,0,0,10,10
,464,-19,-8,0,0,10,10
,465,0,0,0,0,10,10
,466,-5,-3,627,0,10,10
,0,-2,-3,0,0,10,10
,0,0,-250,0,0,10,10
,0,0,-250,0,0,10,10
,0,0,-250,0,0,10,10
,0,0,-250,0,0,10,10
,0,0,-250,0,0,10,10
,0,0,-250,0,0,10,10
,233,-78,-125,0,0,10,10
,234,-79,-124,0,0,10,10
,235,-90,-116,0,0,10,10
,236,-92,-109,0,0,10,10
,237,-92,-102,0,0,10,10
,238,-92,-90,0,0,10,10
,239,-103,-96,0,0,10,10
,56,0,0,0,0,10,10
,57,0,0,0,0,10,10
,58,0,0,0,0,10,10
,59,0,0,0,0,10,10
,60,0,0,0,0,10,10
,61,0,0,0,0,10,10
,62,0,0,0,0,10,10
,63,0,0,0,0,10,10
,64,0,0,0,0,10,10
,65,0,0,0,0,10,10
,66,0,0,0,0,10,10
,392,0,0,0,0,10,10
,393,0,0,0,0,10,10
,394,0,0,0,0,10,10
,395,0,0,0,0,10,10
,396,0,0,0,0,10,10
,397,0,0,0,0,10,10
,398,0,0,0,0,10,10
,399,0,0,0,0,10,10
,400,0,0,0,0,10,10
,401,0,0,0,0,10,10
,402,0,0,0,0,10,10
,403,0,0,0,0,10,10
,404,0,0,0,0,10,10
,405,0,0,0,0,10,10
,406,0,0,0,0,10,10
,407,0,0,0,0,10,10
,408,0,0,0,0,10,10
,409,0,0,0,0,10,10
,410,0,0,0,0,10,10
,411,0,0,0,0,10,10
,412,0,0,0,0,10,10
,413,0,0,0,0,10,10
,414,0,0,0,0,10,10
,415,0,0,0,0,10,10
,416,0,0,0,0,10,10
,417,0,0,0,0,10,10
,418,0,0,0,0,10,10
,419,0,0,0,0,10,10
,420,0,0,0,0,10,10
,421,0,0,0,0,10,10
,422,0,0,0,0,10,10
,423,0,0,0,0,10,10
,424,0,0,0,0,10,10
,425,0,0,0,0,10,10
,426,0,0,0,0,10,10
,427,0,0,0,0,10,10
,428,0,0,0,0,10,10
,429,0,0,600,0,10,10
,430,0,0,0,0,10,10
,431,0,0,0,0,10,10
,432,0,0,0,0,10,10
,433,0,0,0,0,10,10
,434,0,0,0,0,10,10
,435,-35,-28,0,0,10,10
,436,-25,-31,0,0,10,10
,437,-31,-30,0,0,10,10
,438,-46,-45,0,0,10,10
,439,-20,-5,600,0,10,10
,440,-34,-37,600,0,10,10
,441,-44,-31,0,0,10,10
,442,-27,-32,0,0,10,10
,443,-81,-83,0,0,10,10
,444,-10,-76,0,0,10,10
,445,0,0,0,0,10,10
,446,0,0,0,0,10,10
,447,0,0,0,0,10,10
,448,0,0,0,0,10,10
,449,0,0,0,0,10,10
,450,0,0,0,0,10,10
,451,0,0,0,0,10,10
,452,0,0,0,0,10,10
,453,0,0,0,0,10,10
,454,0,0,0,0,10,10
,455,0,0,0,0,10,10
,456,0,0,0,0,10,10
,457,0,0,0,0,10,10
,458,0,0,0,0,10,10
,369,-139,-194,627,0,10,10
,370,-164,-287,0,0,10,10
,371,-189,-44,0,0,10,10
,372,-215,-34,0,0,10,10
,467,0,0,0,0,10,10
,468,0,0,0,0,10,10
,469,0,0,0,0,10,10
,470,0,0,0,0,10,10
,471,0,0,0,0,10,10
,472,0,0,0,0,10,10
,473,0,0,0,0,10,10
,474,0,0,0,0,10,10
,475,0,0,0,0,10,10
,476,0,0,0,0,10,10
,477,0,0,0,0,10,10
,478,0,0,0,0,10,10
,479,0,0,0,0,10,10
,480,0,0,0,0,10,10
,481,0,0,0,0,10,10
,482,0,0,0,0,10,10
,483,0,0,0,0,10,10
,484,0,0,0,0,10,10
,485,0,0,0,0,10,10
,486,0,0,0,0,10,10
,487,0,0,0,0,10,10
,488,0,0,0,0,10,10
,489,0,0,0,0,10,10
,490,0,0,0,0,10,10
,491,0,0,0,0,10,10
,492,0,0,0,0,10,10
,493,0,0,0,0,10,10
,494,0,0,0,0,10,10
,495,0,0,0,0,10,10
,496,0,0,0,0,10,10
,497,0,0,0,0,10,10
,498,0,0,0,0,10,10
,499,0,0,0,0,10,10
,500,0,0,0,0,10,10
,501,0,0,0,0,10,10
,502,0,0,0,0,10,10
,503,0,0,0,0,10,10
,504,0,0,0,0,10,10
,505,0,0,0,0,10,10
,506,0,0,0,0,10,10
,507,0,0,0,0,10,10
,508,0,0,0,0,10,10
,509,0,0,0,0,10,10
,510,0,0,0,0,10,10
,511,0,0,0,0,10,10
,512,0,0,0,0,10,10
,513,0,0,0,0,10,10
,514,0,0,0,0,10,10
,515,0,0,0,0,10,10
,516,0,0,0,0,10,10
,517,0,0,0,0,10,10
,518,0,0,0,0,10,10
,519,0,0,0,0,10,10
,520,0,0,0,0,10,10
,521,0,0,0,0,10,10
,522,0,0,0,0,10,10
,523,0,0,0,0,10,10
,524,0,0,0,0,10,10
,525,0,0,0,0,10,10
,526,0,0,0,0,10,10
,527,0,0,0,0,10,10
,528,0,0,0,0,10,10
,529,0,0,0,0,10,10
,530,0,0,0,0,10,10
,531,0,0,0,0,10,10
,532,0,0,0,0,10,10
,533,0,0,0,0,10,10
,534,0,0,0,0,10,10
,535,0,0,0,0,10,10
,536,0,0,0,0,10,10
,537,0,0,0,0,10,10
,538,0,0,0,0,10,10
,539,0,0,0,0,10,10
,540,0,0,0,0,10,10
,541,0,0,0,0,10,10
,542,0,0,0,0,10,10
,543,0,0,0,0,10,10
,544,0,0,0,0,10,10
,545,0,0,0,0,10,10
,546,0,0,0,0,10,10
,547,0,0,0,0,10,10
,548,0,0,0,0,10,10
,549,0,0,0,0,10,10
,550,0,0,0,0,10,10
,551,0,0,0,0,10,10
,552,0,0,0,0,10,10
,553,0,0,0,0,10,10
,554,0,0,0,0,10,10
,555,0,0,0,0,10,10
,556,0,0,0,0,10,10
,557,0,0,0,0,10,10
,558,0,0,0,0,10,10
,559,0,0,0,0,10,10
,560,0,0,0,0,10,10
,561,0,0,0,0,10,10
,562,0,0,0,0,10,10
,563,0,0,0,0,10,10
,564,0,0,0,0,10,10
,565,0,0,0,0,10,10
,566,0,0,0,0,10,10
,567,0,0,0,0,10,10
,568,0,0,0,0,10,10
,569,0,0,0,0,10,10
,570,0,0,0,0,10,10
,571,0,0,0,0,10,10
,572,0,0,0,0,10,10
,573,0,0,0,0,10,10
,574,0,0,0,0,10,10
,575,0,0,0,0,10,10
,576,0,0,0,0,10,10
,577,0,0,0,0,10,10
,578,0,0,0,0,10,10
,579,0,0,0,0,10,10
,580,0,0,0,0,10,10
,581,0,0,0,0,10,10
,582,0,0,0,0,10,10
,583,0,0,0,0,10,10
,584,0,0,0,0,10,10
,585,0,0,0,0,10,10
,586,0,0,0,0,10,10
,587,0,0,0,0,10,10
,588,0,0,0,0,10,10
,589,0,0,0,0,10,10
,590,0,0,0,0,10,10
,591,0,0,0,0,10,10
,592,0,0,0,0,10,10
,593,0,0,0,0,10,10
,594,0,0,0,0,10,10
,595,0,0,0,0,10,10
,600,0,0,0,0,10,10
,601,0,0,0,0,10,10
,602,0,0,0,0,10,10
,603,0,0,0,0,10,10
,604,0,0,0,0,10,10
,605,0,0,0,0,10,10
,606,0,0,0,0,10,10
,607,0,0,0,0,10,10
,608,0,0,0,0,10,10
,609,0,0,0,0,10,10
,610,0,0,0,0,10,10
,611,0,0,0,0,10,10
,612,0,0,0,0,10,10
,613,0,0,0,0,10,10
,614,0,0,0,0,10,10
,615,0,0,0,0,10,10
,596,0,0,0,0,10,10
,597,0,0,0,0,10,10
,598,0,0,0,0,10,10
,599,0,0,0,0,10,10
,14,0,0,0,0,10,10
,616,0,0,0,0,10,10
,617,0,0,0,0,10,10
,618,0,0,0,0,10,10
,619,0,0,0,0,10,10
,620,0,0,0,0,10,10
,621,0,0,0,0,10,10
,622,0,0,0,0,10,10
,623,0,0,0,0,10,10
,624,0,0,0,0,10,10
,625,0,0,0,0,10,10
,626,0,0,0,0,10,10
,627,0,0,0,0,10,10
,628,0,0,0,0,10,10
,629,0,0,0,0,10,10
,630,0,0,0,0,10,10
,631,0,0,0,0,10,10
,632,0,0,0,0,10,10
,633,0,0,0,0,10,10
,634,0,0,0,0,10,10
,635,0,0,0,0,10,10
,636,0,0,0,0,10,10
,637,0,0,0,0,10,10
,638,0,0,0,0,10,10
,639,0,0,0,0,10,10
,640,0,0,0,0,10,10
,641,0,0,0,0,10,10
,642,0,0,0,0,10,10
,643,0,0,0,0,10,10
,644,0,0,0,0,10,10
,645,0,0,0,0,10,10
,646,0,0,0,0,10,10
,647,0,0,0,0,10,10
,648,0,0,0,0,10,10
,649,0,0,0,0,10,10
,650,0,0,0,0,10,10
,651,0,0,0,0,10,10
,652,0,0,0,0,10,10
,653,0,0,0,0,10,10
,654,0,0,0,0,10,10
,655,0,0,0,0,10,10
,656,0,0,0,0,10,10
,657,0,0,0,0,10,10
,658,0,0,0,0,10,10
,659,0,0,0,0,10,10
,660,0,0,0,0,10,10
,661,0,0,0,0,10,10
,662,0,0,0,0,10,10
,663,0,0,0,0,10,10
,664,0,0,0,0,10,10
,665,0,0,0,0,10,10
,666,0,0,0,0,10,10
,667,0,0,0,0,10,10
,668,0,0,0,0,10,10
,669,0,0,0,0,10,10
,670,0,0,0,0,10,10
,671,0,0,0,0,10,10
,672,0,0,0,0,10,10
,673,0,0,0,0,10,10
,674,0,0,0,0,10,10
,675,0,0,0,0,10,10
,676,0,0,0,0,10,10
,677,0,0,0,0,10,10
,678,0,0,0,0,10,10
,679,0,0,0,0,10,10
,680,0,0,0,0,10,10
,681,0,0,0,0,10,10
,682,0,0,0,0,10,10
,683,0,0,0,0,10,10
,684,0,0,0,0,10,10
,685,0,0,0,0,10,10
,686,0,0,0,0,10,10
,687,0,0,0,0,10,10
,688,0,0,0,0,10,10
,689,0,0,0,0,10,10
,690,0,0,0,0,10,10
,691,0,0,0,0,10,10
,692,0,0,0,0,10,10
,693,0,0,0,0,10,10
,694,0,0,0,0,10,10
,695,0,0,0,0,10,10
,696,0,0,0,0,10,10
,697,0,0,0,0,10,10
,698,0,0,0,0,10,10
,699,0,0,0,0,10,10
