name,DungeonType,Level,Value,Health,Damage,Exp,Gold,PigJelly,TimePiece,MaxTime,NormalMonsters,MonsterCount,WaveCount,WaveGap,SpawnGap,BossMonster,BossValue,BossDamageRate,BossDodge,RewardType,RewardIndex,RewardCount,PorkCost,KeyCost,Rewards,FirstRewardType,FirstRewardCount,RequireLevel
FishFight_10,FishFight,10,5324800.0,5324800.0,0.0,6656000.0,1064960000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,520.0,12.0,700.0,Gold,0,0.0,52.0,0.0,,Gold,0.0,0
FishFight_11,FishFight,11,12697600.0,12697600.0,0.0,15872000.0,2539520000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,620.0,15.0,800.0,Gold,0,0.0,62.0,0.0,,Gold,0.0,0
FishFight_12,FishFight,12,30310400.0,30310400.0,0.0,37888000.0,6062080000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,740.0,20.0,900.0,Gold,0,0.0,74.0,0.0,,Gold,0.0,0
FishFight_13,FishFight,13,70451200.0,70451200.0,0.0,88064000.0,14090240000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,860.0,25.0,1000.0,Gold,0,0.0,86.0,0.0,,Gold,0.0,0
FishFight_14,FishFight,14,163840000.0,163840000.0,0.0,204800000.0,32768000000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,1000.0,30.0,1500.0,Gold,0,0.0,100.0,0.0,,Gold,0.0,0
FishFight_15,FishFight,15,373555200.0,373555200.0,0.0,466944000.0,74711040000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,1140.0,35.0,2000.0,Gold,0,0.0,114.0,0.0,,Gold,0.0,0
FishFight_16,FishFight,16,851968000.0,851968000.0,0.0,1064960000.0,170393600000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,1300.0,40.0,2500.0,Gold,0,0.0,130.0,0.0,,Gold,0.0,0
FishFight_17,FishFight,17,1913651200.0,1913651200.0,0.0,2392064000.0,382730240000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,1460.0,50.0,3000.0,Gold,0,0.0,146.0,0.0,,Gold,0.0,0
FishFight_18,FishFight,18,4299161600.0,4299161600.0,0.0,5373952000.0,859832320000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,1640.0,70.0,3500.0,Gold,0,0.0,164.0,0.0,,Gold,0.0,0
FishFight_19,FishFight,19,9542041600.0,9542041600.0,0.0,11927552000.0,1908408320000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,1820.0,90.0,4000.0,Gold,0,0.0,182.0,0.0,,Gold,0.0,0
FishFight_20,FishFight,20,20971520000.0,20971520000000.0,0.0,26214400000.0,4194304000000.0,0.0,0.0,60.0,FishRed,5,6,5.0,1.2999999523162842,FishBlack,2000.0,100.0,5000.0,Gold,0,0.0,200.0,0.0,,Gold,0.0,0
Miner_00,Miner,1,2000.0,160.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_00,20.0,0.2,100.0,Miner,0,1.0,0.0,0.0,,Gold,0.0,0
Miner_01,Miner,2,25000.0,960.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_01,40.0,0.4,200.0,Miner,1,1.0,0.0,0.0,,Gold,0.0,0
Miner_02,Miner,3,125000.0,3840.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_02,60.0,0.6,400.0,Miner,2,1.0,0.0,0.0,,Gold,0.0,0
Miner_03,Miner,4,468750.0,16000.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_03,100.0,0.8,600.0,Miner,3,1.0,0.0,0.0,,Gold,0.0,0
Miner_04,Miner,5,1562500.0,53760.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_04,140.0,1.0,800.0,Miner,4,1.0,0.0,0.0,,Gold,0.0,0
Miner_05,Miner,6,5859375.0,204800.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_05,200.0,1.2,1000.0,Miner,5,1.0,0.0,0.0,,Gold,0.0,0
Miner_06,Miner,7,18750000.0,665600.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_06,260.0,1.4,1500.0,Miner,6,1.0,0.0,0.0,,Gold,0.0,0
Miner_07,Miner,8,58593750.0,1740800.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_07,340.0,1.6,2000.0,Miner,7,1.0,0.0,0.0,,Gold,0.0,0
Miner_08,Miner,9,175781250.0,4300800.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_08,420.0,1.8,3000.0,Miner,8,1.0,0.0,0.0,,Gold,0.0,0
Miner_09,Miner,10,512695313.0,10649600.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_09,520.0,2.0,4000.0,Miner,9,1.0,0.0,0.0,,Gold,0.0,0
Miner_10,Miner,11,1464843750.0,25395200.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_10,620.0,2.2,5000.0,Miner,10,1.0,0.0,0.0,,Gold,0.0,0
Miner_11,Miner,12,4119873047.0,60620800.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_11,740.0,2.4,6000.0,Miner,11,1.0,0.0,0.0,,Gold,0.0,0
Miner_12,Miner,13,11444091797.0,140902400.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_12,860.0,2.6,7000.0,Miner,12,1.0,0.0,0.0,,Gold,0.0,0
Miner_13,Miner,14,34332275391.0,327680000.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_13,1000.0,2.8,8000.0,Miner,13,1.0,0.0,0.0,,Gold,0.0,0
Miner_14,Miner,15,107288360596.0,747110400.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_14,1140.0,3.0,9000.0,Miner,14,1.0,0.0,0.0,,Gold,0.0,0
Miner_15,Miner,16,429153442384.0,1703936000.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_15,1300.0,3.2,10000.0,Miner,15,1.0,0.0,0.0,,Gold,0.0,0
Miner_16,Miner,17,1770257949834.0,3827302400.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_16,1460.0,3.4,15000.0,Miner,16,1.0,0.0,0.0,,Gold,0.0,0
Miner_17,Miner,18,7081031799336.0,8598323200.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_17,1640.0,3.6,20000.0,Miner,17,1.0,0.0,0.0,,Gold,0.0,0
Miner_18,Miner,19,35405158996680.0,19084083200.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,6,5.0,1.2999999523162842,Miner_18,1820.0,3.8,25000.0,Miner,18,1.0,0.0,0.0,,Gold,0.0,0
Miner_19,Miner,20,185877084732570.0,41943040000000.0,0.0,0.0,0.0,0.0,0.0,60.0,,5,5,5.0,1.2999999523162842,Miner_19,2000.0,4.0,30000.0,Miner,10,1.0,0.0,0.0,,Gold,0.0,0
InfiniteTower_01,InfiniteTower,1,80.0,400.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigIron,20,0,0.0,0.0,BigPigIron,20.0,0.2,50.0,Clover,0,100.0,0.0,2.0,,Ruby,150.0,0
InfiniteTower_02,InfiniteTower,2,480.0,4800.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigIron,20,0,0.0,0.0,BigPigIron,40.0,0.4,100.0,Clover,0,250.0,0.0,4.0,,Ruby,300.0,0
InfiniteTower_03,InfiniteTower,3,1920.0,38400.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigIron,20,0,0.0,0.0,BigPigIron,60.0,0.6,150.0,Clover,0,400.0,0.0,6.0,,Ruby,450.0,0
InfiniteTower_04,InfiniteTower,4,8000.0,240000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigIron|BigPigFire,20,0,0.0,0.0,BigPigIron,100.0,0.8,200.0,Clover,0,550.0,0.0,8.0,,Ruby,600.0,0
InfiniteTower_05,InfiniteTower,5,26880.0,1075200.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigFire,20,0,0.0,0.0,BigPigFire,140.0,1.0,250.0,Clover,0,700.0,0.0,10.0,,Ruby,750.0,0
InfiniteTower_06,InfiniteTower,6,102400.0,4096000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigFire,20,0,0.0,0.0,BigPigFire,200.0,1.5,300.0,Clover,0,850.0,0.0,12.0,,Ruby,1000.0,0
InfiniteTower_07,InfiniteTower,7,332800.0,13312000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigFire,20,0,0.0,0.0,BigPigFire,260.0,2.0,400.0,Clover,0,1000.0,0.0,14.0,,Ruby,1250.0,0
InfiniteTower_08,InfiniteTower,8,870400.0,34816000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigFire|BigPigSunflower,20,0,0.0,0.0,BigPigFire,340.0,2.5,500.0,Clover,0,1150.0,0.0,16.0,,Ruby,1500.0,0
InfiniteTower_09,InfiniteTower,9,2150400.0,86016000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigSunflower,20,0,0.0,0.0,BigPigSunflower,420.0,3.0,600.0,Clover,0,1300.0,0.0,18.0,,Ruby,2000.0,0
InfiniteTower_10,InfiniteTower,10,5324800.0,212992000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigSunflower,20,0,0.0,0.0,BigPigSunflower,520.0,3.5,700.0,Clover,0,1450.0,0.0,20.0,,Ruby,2500.0,0
InfiniteTower_11,InfiniteTower,11,12697600.0,507904000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigSunflower,20,0,0.0,0.0,BigPigSunflower,620.0,4.0,800.0,Clover,0,1600.0,0.0,22.0,,Ruby,3000.0,0
InfiniteTower_12,InfiniteTower,12,30310400.0,1212416000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigSunflower|BigPigGentleman,20,0,0.0,0.0,BigPigSunflower,740.0,4.5,900.0,Clover,0,1750.0,0.0,24.0,,Ruby,3500.0,0
InfiniteTower_13,InfiniteTower,13,70451200.0,2818048000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigGentleman,20,0,0.0,0.0,BigPigGentleman,860.0,5.0,1000.0,Clover,0,1900.0,0.0,26.0,,Ruby,4000.0,0
InfiniteTower_14,InfiniteTower,14,163840000.0,6553600000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigGentleman,20,0,0.0,0.0,BigPigGentleman,1000.0,5.5,1500.0,Clover,0,2050.0,0.0,28.0,,Ruby,5000.0,0
InfiniteTower_15,InfiniteTower,15,373555200.0,14942208000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigGentleman,20,0,0.0,0.0,BigPigGentleman,1140.0,6.0,2000.0,Clover,0,2200.0,0.0,30.0,,Ruby,7500.0,0
InfiniteTower_16,InfiniteTower,16,851968000.0,34078720000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigGentleman|BigPigThanos,20,0,0.0,0.0,BigPigGentleman,1300.0,6.5,2500.0,Clover,0,2350.0,0.0,32.0,,Ruby,10000.0,0
InfiniteTower_17,InfiniteTower,17,1913651200.0,76546048000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigThanos,20,0,0.0,0.0,BigPigThanos,1460.0,7.0,3000.0,Clover,0,2500.0,0.0,34.0,,Ruby,12500.0,0
InfiniteTower_18,InfiniteTower,18,4299161600.0,171966464000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigThanos,20,0,0.0,0.0,BigPigThanos,1640.0,7.5,3500.0,Clover,0,2650.0,0.0,36.0,,Ruby,15000.0,0
InfiniteTower_19,InfiniteTower,19,9542041600.0,381681664000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigThanos,20,0,0.0,0.0,BigPigThanos,1820.0,8.0,4000.0,Clover,0,2800.0,0.0,38.0,,Ruby,20000.0,0
InfiniteTower_20,InfiniteTower,20,20971520000.0,838860800000000.0,0.0,0.0,0.0,0.0,0.0,60.0,BigPigThanos,20,0,0.0,0.0,BigPigThanos,2000.0,8.5,5000.0,Clover,0,3000.0,0.0,40.0,,Ruby,30000.0,0
Cave,Cave,0,0.0,100231.0,0.0,0.0,0.0,0.0,0.0,10.0,보석 미믹|무기 미믹|방패 미믹|보석 미믹|보석 미믹,0,0,0.0,7.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,1.0,ToyHammer=0.0;EquipmentShield=0.0;EquipmentStone=0.0;EquipmentWeapon=0.0;Dice=0.0,Gold,0.0,0
Colosseum,Colosseum,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,,0,0,0.0,0.0,BIgBear,0.0,10.0,0.0,InfiniteStone,0,100.0,0.0,0.0,,Gold,0.0,0
Promotion_01,Promotion,1,5859375.0,585937500.0,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,100.0,20000.0,3000.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
Promotion_02,Promotion,2,18750000.0,1875000000.0,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,200.0,30000.0,4500.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
Promotion_03,Promotion,3,58593750.0,5859375000.0,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,300.0,40000.0,6000.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
Promotion_04,Promotion,4,175781250.0,17578125000.0,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,600.0,60000.0,9000.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
Promotion_05,Promotion,5,512695313.0,51269531250.0,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,900.0,90000.0,12000.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
Promotion_06,Promotion,6,1464843750.0,146484375000.0,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,1300.0,130000.0,15000.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
Promotion_07,Promotion,7,4119873047.0,411987304690.0,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,1800.0,180000.0,18000.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
Promotion_08,Promotion,8,11444091797.0,1144409179690.0,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,5555.0,550000.0,21000.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
Promotion_09,Promotion,9,34332275391.0,3433227539060.0,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,999999.0,99999990.0,24000.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
Promotion_10,Promotion,10,107288360596.0,1.072883605957e+16,0.0,0.0,0.0,0.0,0.0,60.0,AngelPig,5,6,5.0,1.2999999523162842,DevilPig,11231231.0,112312311.0,30000.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,0
하늘 신전 I - 천사 꿀이의 추억,SkyTemple,1,12697600.0,50790400.0,6000.0,-1.0,-1.0,-1.0,2.0,600.0,AngelPig,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,150
하늘 신전 II - 천사 꿀이의 망각,SkyTemple,2,30310400.0,145489920.0,16000.0,-1.0,-1.0,-1.0,4.0,600.0,AngelPig|AngelPig|AngelCow,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,200
하늘 신전 III - 천사 꿀이의 분노,SkyTemple,3,70451200.0,394526720.0,40000.0,-1.0,-1.0,-1.0,6.0,600.0,AngelPig|AngelCow,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,250
하늘 신전 IV - 천사 꿀이의 후회,SkyTemple,4,163840000.0,1048576000.0,120000.0,-1.0,-1.0,-1.0,8.0,600.0,AngelPig|AngelCow|AngelCow,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,300
하늘 신전 V - 천사 꿀이의 우울,SkyTemple,5,373555200.0,2689597440.0,320000.0,-1.0,-1.0,-1.0,10.0,600.0,AngelPig|AngelCow|DevilPig,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,350
하늘 신전 VI - 악마 꿀이의 추억,SkyTemple,6,851968000.0,6815744000.0,960000.0,-1.0,-1.0,-1.0,12.0,600.0,AngelCow|DevilPig,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,400
하늘 신전 VII - 악마 꿀이의 망각,SkyTemple,7,1913651200.0,16840130560.0,2880000.0,-1.0,-1.0,-1.0,14.0,600.0,DevilPig|DevilPig|DevilCow,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,450
하늘 신전 VIII - 악마 꿀이의 분노,SkyTemple,8,4299161600.0,41271951360.0,7680000.0,-1.0,-1.0,-1.0,16.0,600.0,DevilCow|DevilPig,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,500
하늘 신전 IX - 악마 꿀이의 후회,SkyTemple,9,9542041600.0,99237232640.0,23040000.0,-1.0,-1.0,-1.0,18.0,600.0,DevilCow,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,550
하늘 신전 X - 악마 꿀이의 우울,SkyTemple,10,20971520000.0,234881024000000.0,512000000.0,-1.0,-1.0,-1.0,20.0,600.0,DevilCow,0,0,0.0,0.0,,0.0,0.0,0.0,Gold,0,0.0,0.0,0.0,,Gold,0.0,600
